Consulta,Termo de pesquisa,Seção,URL,Título,Resumo,Data
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-eqben/deleben/srrf08/rfb-n-1.536-de-12-de-novembro-de-2025-668952431,"ATO DECLARATÓRIO EXECUTIVO EQBEN/DELEBEN/SRRF08ª/RFB Nº 1.536, DE 12 DE NOVEMBRO DE 2025","a Lei nº 10.593 de 6 de dezembro de 2002 com redação dada pela Lei nº 11.457, de 2007, o art. 8º da <span class='highlight' style='background:#FFA;'>Portaria</span> ... RFB nº 372, de 26 de outubro de 2023, e os arts. 2º e 4º da <span class='highlight' style='background:#FFA;'>Portaria</span> RFB nº 114, de 27 de janeiro de ... do art. 303 do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... A Habilitação aqui concedida fica vinculada à <span class='highlight' style='background:#FFA;'>PORTARIA</span> SNTEP/MME Nº 2948, DE 22 DE MAIO DE 2025, MINISTÉRIO",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/deliberacao-n-1.222-de-23-de-outubro-de-2025-668952273,"DELIBERAÇÃO Nº 1.222, DE 23 DE OUTUBRO DE 2025","DELIBERAÇÃO Nº 1.222, DE 23 DE OUTUBRO DE 2025 Os Membros da Comissão Nacional de Segurança Pública nos <span class='highlight' style='background:#FFA;'>Portos</span> ... Oficial da União e os registros aplicáveis, informando a Comissão Estadual de Segurança Pública nos <span class='highlight' style='background:#FFA;'>Portos</span> ... ALVES DOS SANTOS JOÃO SIMÕES p/Ministério da Fazenda EDIGAR JUNIO DA SILVA MARTINS p/Ministério dos <span class='highlight' style='background:#FFA;'>Portos</span> ",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/resolucao-cdr-n-39-de-12-de-novembro-de-2025-668951884,"RESOLUÇÃO - CDR Nº 39, DE 12 DE NOVEMBRO DE 2025","União de 10/09/2024, combinado com o Inciso I do Art. 142 do Regimento Interno do Incra, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> do definido na estrutura organizacional do Incra, por seu Coordenador, na competência que lhe é conferida pelo art. 21 da Estrutura Regimental do Incra, aprovada pelo Decreto Nº 11.232 de 10 de outubro de 2022, publicado no Diário Of...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668951803,PAUTA DE JULGAMENTO,"transmitidos não atendam à duração e aos requisitos previstos, respectivamente, no art. 11, e no art. 12 da <span class='highlight' style='background:#FFA;'>Portaria</span> de julgamento dos recursos da 3ª Turma da Câmara Superior de Recursos Fiscais, em reunião assíncrona, realizada por meio do Plenário Virtual, com duração de 5 (cinco) dias, tendo início às 9h do dia 24/11/2025 e fim às 23h59min...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668951722,PAUTA DE JULGAMENTO,"transmitidos não atendam à duração e aos requisitos previstos, respectivamente, no art. 11, e no art. 12 da <span class='highlight' style='background:#FFA;'>Portaria</span> de julgamento dos recursos da 3ª Turma da Câmara Superior de Recursos Fiscais, em sessões síncronas presenciais ou híbridas a serem realizadas na data a seguir mencionada, no Setor Comercial Sul, Quadra 01, Bloco J, Edifício Al...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-alf/bsb-n-62-de-13-de-novembro-de-2025-668951641,"ATO DECLARATÓRIO EXECUTIVO ALF/BSB Nº 62, DE 13 DE NOVEMBRO DE 2025","pelo Art. 298 do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... ME nº 284, de 27 de julho de 2020, e tendo em vista o disposto na <span class='highlight' style='background:#FFA;'>Portaria</span> Coana nº 25, de 20 de maioATO DECLARATÓRIO EXECUTIVO ALF/BSB Nº 62, DE 13 DE NOVEMBRO DE 2025 Decl...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-n-12-de-13-de-novembro-de-2025-668951507,"ATO DECLARATÓRIO EXECUTIVO Nº 12, DE 13 DE NOVEMBRO DE 2025","artigo 810, §3º, do Decreto nº 6.759, de 05 de fevereiro de 2009 e delegada pelo artigo 5º, inciso I, da <span class='highlight' style='background:#FFA;'>Portaria</span> ATO DECLARATÓRIO EXECUTIVO Nº 12, DE 13 DE NOVEMBRO DE 2025 O CHEFE DA SEÇÃO DE CONTROLE DE INTERVENIENTES, CARGA E TRÂNSITO ADUANEIRO (SACIT) DA ALFÂNDEGA DA RECEITA FEDERAL DO BRASIL EM URUGUAIANA (ALF/URA), no uso da competência...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/retificacao-668951476,RETIFICAÇÃO,"RETIFICAÇÃO No Anexo XV da <span class='highlight' style='background:#FFA;'>Portaria</span> MGI n° 8.376, de 3 de outubro de 2025, publicada no Diário Oficial ... se lê: ANEXO XV Órgão Cargo Escolaridade Vagas Ministério da Ciência, Tecnologia e Inovação - MCTI ( <span class='highlight' style='background:#FFA;'>Portaria</span> ... Leia-se: ANEXO XV Órgão Cargo Escolaridade Vagas Ministério da Ciência, Tecnologia e Inovação - MCTI ( <span class='highlight' style='background:#FFA;'>Portaria</span> ",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/resolucao-re-n-4.556-de-13-de-novembro-de-2025-668951167,"RESOLUÇÃO-RE Nº 4.556, DE 13 DE NOVEMBRO DE 2025","Empresas de Medicamentos e de Insumos Farmacêuticos, constantes no anexo desta Resolução, de acordo com a <span class='highlight' style='background:#FFA;'>Portaria</span> s atribuições que lhe confere o art. 144, aliado ao art. 203, I, §1° do Regimento Interno aprovado pela Resolução da Diretoria Colegiada - RDC n° 585, de 10 de dezembro de 2021, resolve: Art. 1º. Alterar Autorização Especial para ...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668950638,PAUTA DE JULGAMENTO,"transmitidos não atendam à duração e aos requisitos previstos, respectivamente, no art. 11, e no art. 12 da <span class='highlight' style='background:#FFA;'>Portaria</span> de julgamento dos recursos da 2ª Turma Ordinária da 3ª Câmara da 1ª Seção, em sessões síncronas presenciais ou híbridas a serem realizadas nas datas a seguir mencionadas, no Setor Comercial Sul, Quadra 01, Bloco J, Edifício Alv...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-alf/cta-n-84-de-13-de-novembro-de-2025-668950424,"ATO DECLARATÓRIO EXECUTIVO ALF/CTA Nº 84, DE 13 DE NOVEMBRO DE 2025","Regulamento Aduaneiro), alterado pelo Decreto nº 7.213, de 15 de junho de 2010 e pelos poderes delegados pela <span class='highlight' style='background:#FFA;'>Portaria</span> ntes de Despachantes Aduaneiros O CHEFE DA SEÇÃO DE CONTROLE DE INTERVENIENTES, CARGA E TRÂNSITO ADUANEIRO DA ALFÂNDEGA DA RECEITA FEDERAL DO BRASIL EM CURITIBA - SACIT/ALF/CURITIBA, no uso da competência conferida pelo § 3º d...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-n-3.326-de-12-de-novembro-de-2025-668950018,"DESPACHO Nº 3.326, DE 12 DE NOVEMBRO DE 2025","SERVIÇOS DE ENERGIA ELÉTRICA DA AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL, nos termos do art. 3º da <span class='highlight' style='background:#FFA;'>Portaria</span> rt. 3º da Portaria nº 6.836, de 21 de junho de 2023, e considerando o que consta do Processo nº 48500.034303/2025-88, decide: liberar a unidade geradora UG1 a UG6 de 50,00 kW cada, totalizando 300,00 kW de capacidade instalada da UFV...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-n-106-de-13-de-novembro-de-2025-668949297,"<span class='highlight' style='background:#FFA;'>Portaria</span> nº 106, de 13 de novembro de 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> nº 106, de 13 de novembro de 2025 O DIRETORA DO CENTRO NACIONAL DE ARQUEOLOGIA DO DEPARTAMENTO ... PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL - IPHAN, no uso da atribuição que lhe foi conferida pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... com o disposto no Decreto n.º 11.178, de 18/08/2022, e com a Lei n.º 3.924, de 26/07/1961, e com a <span class='highlight' style='background:#FFA;'>Portaria</span> ... , de 1º/12/1988, e ainda do que consta dos processos administrativos relacionados nos anexos a esta <span class='highlight' style='background:#FFA;'>Portaria</span> ... , regidos pela <span class='highlight' style='background:#FFA;'>Portaria</span> SPHAN 07/88; II - Expedir RENOVAÇÃO, sem prejuízo das demais autorizações exigíveis",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/resolucao-cdr-n-38-de-12-de-novembro-de-2025-668949214,"RESOLUÇÃO - CDR Nº 38, DE 12 DE NOVEMBRO DE 2025","União de 10/09/2024, combinado com o Inciso I do Art. 142 do Regimento Interno do Incra, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> da contestação ao Relatório Técnico de Identificação e Delimitação - RTID da Comunidade Quilombola Adelaide Maria Trindade Batista, apresentada por Mitra Diocesana de Palmas. O COMITÊ DE DECISÃO REGIONAL DA SUPERINTENDÊNCIA DO INCRA...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668949051,PAUTA DE JULGAMENTO,"transmitidos não atendam à duração e aos requisitos previstos, respectivamente, no art. 11, e no art. 12 da <span class='highlight' style='background:#FFA;'>Portaria</span> de julgamento dos recursos da 2ª Turma Ordinária da 1ª Câmara da 3ª Seção, em reunião assíncrona, realizada por meio do Plenário Virtual, com duração de 5 (cinco) dias, tendo início às 9h do dia 24/11/2025 e fim às 23h59min do ...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668948932,PAUTA DE JULGAMENTO,"transmitidos não atendam à duração e aos requisitos previstos, respectivamente, no art. 11, e no art. 12 da <span class='highlight' style='background:#FFA;'>Portaria</span> de julgamento dos recursos da 1ª Turma Ordinária da 2ª Câmara da 1ª Seção, em sessões síncronas presenciais ou híbridas a serem realizadas nas datas a seguir mencionadas, no Setor Comercial Sul, Quadra 01, Bloco J, Edifício Alv...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668948896,PAUTA DE JULGAMENTO,"sustentação oral pleiteada está condicionada ao cumprimento dos requisitos e prazos estabelecidos na <span class='highlight' style='background:#FFA;'>Portaria</span> s da 12ª Turma Recursal a serem realizadas nas datas a seguir mencionadas OBSERVAÇÕES: 1)Após a publicação da pauta de julgamento no DOU, você poderá enviar o vídeo / áudio contendo a sustentação oral ou arquivo de texto contendo memor...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/deliberacao-n-1.219-de-23-de-outubro-de-2025-668948648,"DELIBERAÇÃO Nº 1.219, DE 23 DE OUTUBRO DE 2025","DELIBERAÇÃO Nº 1.219, DE 23 DE OUTUBRO DE 2025 Os Membros da Comissão Nacional de Segurança Pública nos <span class='highlight' style='background:#FFA;'>Portos</span> ... Oficial da União e os registros aplicáveis, informando a Comissão Estadual de Segurança Pública nos <span class='highlight' style='background:#FFA;'>Portos</span> ... ALVES DOS SANTOS JOÃO SIMÕES p/Ministério da Fazenda EDIGAR JUNIO DA SILVA MARTINS p/Ministério dos <span class='highlight' style='background:#FFA;'>Portos</span> ",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/resolucao-cdr-n-40-de-12-de-novembro-de-2025-668948183,"RESOLUÇÃO - CDR Nº 40, DE 12 DE NOVEMBRO DE 2025","União de 10/09/2024, combinado com o Inciso I do Art. 142 do Regimento Interno do Incra, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> de Deus, de uma área com 0,1164 hectares, no Projeto de Assentamento Elias Gonçalves de Meura, localizado no município de Carlópolis/PR. O COMITÊ DE DECISÃO REGIONAL DA SUPERINTENDÊNCIA DO INCRA NO ESTADO DO PARANÁ - SR(09)PR-CDR, ó...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/resolucao-autorizativa-n-16.564-de-11-de-novembro-de-2025-668948096,"RESOLUÇÃO AUTORIZATIVA Nº 16.564, DE 11 DE NOVEMBRO DE 2025","de linha de distribuição que perfará o seccionamento da Linha de Distribuição 138 kV Posto Fiscal - <span class='highlight' style='background:#FFA;'>Porto</span> Interno da ANEEL, resolve: Processo nº: 48500.029636/2025-95. Interessado: Copel Distribuição S.A. - COPEL-DIS, CNPJ nº 04.368.898/0001-06. Objeto: declara de utilidade pública, para instituição de servidão administrativa, em favor da Cop...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-eqben/deleben/srrf08/rfb-n-1.541-de-13-de-novembro-de-2025-668947731,"Ato Declaratório Executivo EQBEN/DELEBEN/SRRF08ª/RFB nº 1.541, de 13 de novembro de 2025","da Lei nº 10.593, de 6 de dezembro de 2002 (Redação dada pela Lei nº 11.457, de 2007), o art. 8º da <span class='highlight' style='background:#FFA;'>Portaria</span> ... RFB nº 372, de 26 de outubro de 2023, e os arts. 2º e 4º da <span class='highlight' style='background:#FFA;'>Portaria</span> RFB nº 114, de 27 de janeiro de ... do art. 303 do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... nº 1.578, de 21 de maio de 2024)"" CNO nº 90.024.69681/74, aprovado para enquadramento no REIDI pela <span class='highlight' style='background:#FFA;'>Portaria</span> ",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/retificacao-668947604,Retificação,"agosto de 2023, Seção 1, p. 38: Onde se lê: ""Art. 1º (...) autorizado para enquadramento ao REIDI pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... Leia-se: ""Art. 1º (...) autorizado para enquadramento ao REIDI pela <span class='highlight' style='background:#FFA;'>Portaria</span> nº 2.174/SPTE/MME, de 117, de 4 de agosto de 2023, da Delegacia da Receita Federal do Brasil em...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/autorizacao-sim-anp-n-704-de-13-de-novembro-de-2025-668947336,"AUTORIZAÇÃO SIM-ANP Nº 704, DE 13 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> AUTORIZAÇÃO SIM-ANP Nº 704, DE 13 DE NOVEMBRO DE 2025 O SUPERINTENDENTE DE INFRAESTRUTURA E MOVIMENTAÇÃO da AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Portaria...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/autorizacao-spc-anp-n-706-de-13-de-novembro-de-2025-668947252,"AUTORIZAÇÃO SPC-ANP Nº 706, DE 13 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> AUTORIZAÇÃO SPC-ANP Nº 706, DE 13 DE NOVEMBRO DE 2025 A SUPERINTENDENTE ADJUNTA DE PRODUÇÃO DE COMBUSTÍVEIS DA AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Porta...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-sdl-anp-n-1.580-de-13-de-novembro-de-2025-668947122,"DESPACHO SDL-ANP Nº 1.580, DE 13 DE NOVEMBRO DE 2025","PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela <span class='highlight' style='background:#FFA;'>Portaria</span> DESPACHO SDL-ANP Nº 1.580, DE 13 DE NOVEMBRO DE 2025 O SUPERINTENDENTE ADJUNTO DE DISTRIBUIÇÃO E LOGÍSTICA da AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP, no uso das atribuições que lhe foram conferidas pela Portar...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668946695,PAUTA DE JULGAMENTO,"transmitidos não atendam à duração e aos requisitos previstos, respectivamente, no art. 11, e no art. 12 da <span class='highlight' style='background:#FFA;'>Portaria</span> ... para o julgamento dos itens da coluna ¿ITENS REPETITIVOS¿ da tabela, nos termos do § 3º do art. 87 da <span class='highlight' style='background:#FFA;'>Portaria</span> PAUTA DE JULGAMENTO Data da Reunião 25/11/2025 Pauta ordi...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-eqben/deleben/srrf08/rfb-n-1.537-de-12-de-novembro-de-2025-668946540,"ATO DECLARATÓRIO EXECUTIVO EQBEN/DELEBEN/SRRF08ª/RFB Nº 1.537, DE 12 DE NOVEMBRO DE 2025","a Lei nº 10.593 de 6 de dezembro de 2002 com redação dada pela Lei nº 11.457, de 2007, o art. 8º da <span class='highlight' style='background:#FFA;'>Portaria</span> ... RFB nº 372, de 26 de outubro de 2023, e os arts. 2º e 4º da <span class='highlight' style='background:#FFA;'>Portaria</span> RFB nº 114, de 27 de janeiro de ... do art. 303 do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... A Habilitação aqui concedida fica vinculada à <span class='highlight' style='background:#FFA;'>PORTARIA</span> SNTEP/MME Nº 2948, DE 22 DE MAIO DE 2025, MINISTÉRIO",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/deliberacao-n-1.221-de-23-de-outubro-de-2025-668946224,"DELIBERAÇÃO Nº 1.221, DE 23 DE OUTUBRO DE 2025","DELIBERAÇÃO Nº 1.221, DE 23 DE OUTUBRO DE 2025 Os Membros da Comissão Nacional de Segurança Pública nos <span class='highlight' style='background:#FFA;'>Portos</span> ... Internacional (CCA-IMO), perante o Ministério da Defesa/Marinha do Brasil, à Secretaria Nacional de <span class='highlight' style='background:#FFA;'>Portos</span> ... , à Secretaria Especial da Receita Federal do Brasil e à Comissão Estadual de Segurança Pública nos <span class='highlight' style='background:#FFA;'>Portos</span> ... ALVES DOS SANTOS JOÃO SIMÕES p/Ministério da Fazenda EDIGAR JUNIO DA SILVA MARTINS p/Ministério dos <span class='highlight' style='background:#FFA;'>Portos</span> ",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668946049,PAUTA DE JULGAMENTO,"sustentação oral pleiteada está condicionada ao cumprimento dos requisitos e prazos estabelecidos na <span class='highlight' style='background:#FFA;'>Portaria</span> s da 11ª Turma Recursal a serem realizadas nas datas a seguir mencionadas OBSERVAÇÕES: 1)Após a publicação da pauta de julgamento no DOU, você poderá enviar o vídeo / áudio contendo a sustentação oral ou arquivo de texto contendo memor...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-n-8525332-dpu-go/gdpc-go/cadm-go/dgp-go-de-10-de-novembro-de-2025-668945343,"Despacho Nº 8525332 - DPU GO/GDPC GO/CADM GO/DGP GO, de 10 de novembro de 2025","EM DIREITO PARA ATUAÇÃO NOS OFÍCIOS GERAIS DA DEFENSORIA PÚBLICA DA UNIÃO EM GOIÂNIA/GO, conforme a <span class='highlight' style='background:#FFA;'>PORTARIA</span> ... GABDPGF DPGU Nº 1575, DE 30 DE OUTUBRO DE 2024 alterada pela <span class='highlight' style='background:#FFA;'>PORTARIA</span> GABDPGF DPGU Nº 1153 DE 26 DERANDO o Edital - DPU-GO/GDPC GO - Nº 001, DE 29 DE OUTUBRO DE 2025. que torn...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/resolucao-n-5/od-agu-de-12-de-novembro-de-2025-668945259,"RESOLUÇÃO Nº 5/OD-AGU, DE 12 DE NOVEMBRO DE 2025","DA ADVOCACIA-GERAL DA UNIÃO, no uso de suas atribuições que lhe confere o artigo 25, inciso IV, da <span class='highlight' style='background:#FFA;'>Portaria</span> RESOLUÇÃO Nº 5/OD-AGU, DE 12 DE NOVEMBRO DE 2025 Dispõe sobre a promoção da participação equânime de homens e mulheres, com perspectiva interseccional de raça e etnia, em eventos do Observatório da Democracia da AGU. O CONSELHO GESTOR DO...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-n-20-de-12-de-novembro-de-2025-668944790,"ATO DECLARATÓRIO EXECUTIVO Nº 20, DE 12 DE NOVEMBRO DE 2025","AUDITORA-FISCAL DA RECEITA FEDERAL DO BRASIL, da Alfândega da Receita Federal em Recife, instituída por meio da <span class='highlight' style='background:#FFA;'>Portaria</span> como Operador Econômico Autorizado a pessoa jurídica que especifica. A AUDITORA-FISCAL DA RECEITA FEDERAL DO BRASIL, da Alfândega da Receita Federal em Recife, instituída por meio da Portaria ME nº 284, de 27 de julho de 20...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-inca-n-820-de-4-de-novembro-de-2025-668944048,"<span class='highlight' style='background:#FFA;'>Portaria</span> INCA Nº 820, de 4 de novembro de 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> INCA Nº 820, de 4 de novembro de 2025 Define os critérios para o compartilhamento e permissão ... Estas decisões devem obedecer às disposições desta <span class='highlight' style='background:#FFA;'>Portaria</span> e observar, no mínimo, os seguintes aspectos ... contratos, convênios ou qualquer outro mecanismo específico legalmente previsto, observando-se a presente <span class='highlight' style='background:#FFA;'>Portaria</span> ... Art. 10º Esta <span class='highlight' style='background:#FFA;'>portaria</span> entra em vigor na data de sua publicação. ROBERTO DE ALMEIDA GIL",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-sdic/mdic-n-293-de-13-de-novembro-de-2025-668943644,"<span class='highlight' style='background:#FFA;'>Portaria</span> sdic/MDIC Nº 293, DE 13 DE novembro DE 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> sdic/MDIC Nº 293, DE 13 DE novembro DE 2025 Habilitação ao Programa Mobilidade Verde e Inovação ... DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS, no uso da atribuição que lhe foi conferida pelo art. 13 da <span class='highlight' style='background:#FFA;'>Portaria</span> ... Art. 4º Esta <span class='highlight' style='background:#FFA;'>Portaria</span> entra em vigor na data de sua publicação. UALLACE MOREIRA LIMA",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/ato-declaratorio-executivo-eqben/deleben/srrf08/rfb-n-1.540-de-13-de-novembro-de-2025-668943487,"Ato Declaratório Executivo EQBEN/DELEBEN/SRRF08ª/RFB nº 1.540, de 13 de novembro de 2025","da Lei nº 10.593, de 6 de dezembro de 2002 (Redação dada pela Lei nº 11.457, de 2007), o art. 8º da <span class='highlight' style='background:#FFA;'>Portaria</span> ... RFB nº 372, de 26 de outubro de 2023, e os arts. 2º e 4º da <span class='highlight' style='background:#FFA;'>Portaria</span> RFB nº 114, de 27 de janeiro de ... do art. 303 do Regimento Interno da Secretaria Especial da Receita Federal do Brasil, aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... Setor de Transportes - Rodovia, denominado ""Concessão das Rodovias - BR-116/101/SP/RJ"", aprovado pela <span class='highlight' style='background:#FFA;'>Portaria</span> ",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-n-3.367-de-13-de-novembro-de-2025-668943324,"DESPACHO Nº 3.367, DE 13 DE NOVEMBRO DE 2025","SERVIÇOS DE ENERGIA ELÉTRICA DA AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL, nos termos do art. 3º da <span class='highlight' style='background:#FFA;'>Portaria</span> rt. 3º da Portaria nº 6.836, de 21 de junho de 2023, e considerando o que consta do Processo nº 48500.034706/2025-27, decide: Liberar as unidades geradoras UG1 a UG116 de 258,621 kW cada, totalizando 30.000,00 kW de capacidade instal...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/despacho-n-3.371-de-13-de-novembro-de-2025-668943248,"DESPACHO Nº 3.371, DE 13 DE NOVEMBRO DE 2025","SERVIÇOS DE ENERGIA ELÉTRICA DA AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL, nos termos do art. 3º da <span class='highlight' style='background:#FFA;'>Portaria</span> rt. 3º da Portaria nº 6.836, de 21 de junho de 2023, e considerando o que consta do Processo nº 48500.034544/2025-27, decide: Liberar a unidade geradora UG1 a UG116 de 287,07 kW cada, totalizando 33.300,00 kW de capacidade instalada ...",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/portaria-n-107-de-13-de-novembro-de-2025-668942934,"<span class='highlight' style='background:#FFA;'>Portaria</span> nº 107, de 13 de novembro de 2025"," <span class='highlight' style='background:#FFA;'>Portaria</span> nº 107, de 13 de novembro de 2025 A DIRETORA DO CENTRO NACIONAL DE ARQUEOLOGIA DO DEPARTAMENTO ... PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL - IPHAN, no uso da atribuição que lhe foi conferida pela <span class='highlight' style='background:#FFA;'>Portaria</span> ... com o disposto no Decreto n.º 11.178, de 18/08/2022, e com a Lei n.º 3.924, de 26/07/1961, e com a <span class='highlight' style='background:#FFA;'>Portaria</span> ... , de 1º/12/1988, e ainda do que consta dos processos administrativos relacionados nos anexos a esta <span class='highlight' style='background:#FFA;'>Portaria</span> ... , resolve revogar: 01-Autorização nº 01, Seção I, Anexo IV, Pág. 13, da <span class='highlight' style='background:#FFA;'>Portaria</span> nº 22/2025, publicada",14/11/2025
Teste DOU,portaria,DOU - Seção 1,http://www.in.gov.br/web/dou/-/pauta-de-julgamento-668942774,PAUTA DE JULGAMENTO,"transmitidos não atendam à duração e aos requisitos previstos, respectivamente, no art. 11, e no art. 12 da <span class='highlight' style='background:#FFA;'>Portaria</span> ... para o julgamento dos itens da coluna ""ITENS REPETITIVOS"" da tabela, nos termos do § 3º do art. 87 da <span class='highlight' style='background:#FFA;'>Portaria</span> PAUTA DE JULGAMENTO Período da Reunião de 25 a 27/11/2025...",14/11/2025
